"timestamp","open","high","low","close","volume"
"2025-04-11 20:00:00","533.9400","533.9400","533.9400","533.9400","1374075"
"2025-04-11 19:00:00","533.6997","534.2900","533.6600","534.2900","49855"
"2025-04-11 18:00:00","533.9500","534.1000","533.6600","533.6850","1462930"
"2025-04-11 17:00:00","534.3499","564.5945","506.2749","534.0000","528339"
"2025-04-11 16:00:00","533.9800","568.0264","510.0177","534.3500","16094286"
"2025-04-11 15:00:00","532.2300","535.6800","532.1100","533.9800","19322535"
"2025-04-11 14:00:00","534.7200","534.9900","531.5700","532.1600","8656783"
"2025-04-11 13:00:00","531.7700","536.4300","528.8400","534.7000","10807801"
"2025-04-11 12:00:00","526.9300","532.8500","525.4600","531.7200","8387351"
"2025-04-11 11:00:00","523.1400","527.4200","520.8800","526.9400","8772155"
"2025-04-11 10:00:00","526.4800","528.4300","520.0700","523.1700","14373479"
"2025-04-11 09:00:00","525.5900","544.9900","486.7100","526.4001","12464612"
"2025-04-11 08:00:00","528.3100","532.5600","521.3067","525.5694","1194420"
"2025-04-11 07:00:00","528.7900","529.6500","524.3000","526.9700","477030"
"2025-04-11 06:00:00","528.9200","530.6400","527.4400","528.7800","235644"
"2025-04-11 05:00:00","522.3600","529.1100","521.5000","528.9800","192204"
"2025-04-11 04:00:00","525.2000","528.0000","520.7300","522.4200","471606"
"2025-04-10 20:00:00","524.5800","524.5800","524.5800","524.5800","2480360"
"2025-04-10 19:00:00","525.9000","526.1200","521.2300","522.2100","264781"
"2025-04-10 18:00:00","524.4300","527.6800","524.4000","525.9000","2694293"
"2025-04-10 17:00:00","525.1300","543.8700","524.2000","524.3650","275692"
"2025-04-10 16:00:00","524.6700","580.3970","427.5700","525.1600","17859761"
"2025-04-10 15:00:00","526.1700","529.4300","518.2000","524.7000","29627246"
"2025-04-10 14:00:00","524.1900","529.7100","520.3100","526.0700","17053563"
"2025-04-10 13:00:00","519.6700","525.5500","512.8700","524.2800","19638236"
"2025-04-10 12:00:00","518.5600","520.5500","509.3200","519.7600","28417471"
"2025-04-10 11:00:00","526.2900","528.7000","517.9100","518.6143","16516718"
"2025-04-10 10:00:00","528.9900","531.9600","526.0500","526.2900","16799703"
"2025-04-10 09:00:00","533.2700","535.1500","528.5100","529.0025","14548205"
"2025-04-10 08:00:00","535.2500","548.6228","530.8670","533.2400","3160604"
"2025-04-10 07:00:00","533.8400","536.0400","533.4200","535.3500","891928"
"2025-04-10 06:00:00","532.8300","537.3500","532.5200","533.7600","781154"
"2025-04-10 05:00:00","531.9400","534.3400","530.7000","532.7900","391994"
"2025-04-10 04:00:00","540.0000","541.9300","530.6800","531.8800","888464"
"2025-04-09 20:00:00","548.6200","548.6200","548.6200","548.6200","8118052"
"2025-04-09 19:00:00","546.2500","547.2500","545.2500","545.7600","205119"
"2025-04-09 18:00:00","544.4300","548.6200","543.5214","546.2500","8726916"
"2025-04-09 17:00:00","545.9100","576.1253","497.6600","544.4000","1571840"
"2025-04-09 16:00:00","543.4800","576.1253","496.5080","545.8200","45850156"
"2025-04-09 15:00:00","530.9100","546.3300","529.6800","543.3700","45212873"
"2025-04-09 14:00:00","534.9250","539.8700","500.4000","530.9300","33592320"
"2025-04-09 13:00:00","501.2500","536.5000","497.5600","534.8700","65534526"
"2025-04-09 12:00:00","495.9500","502.5800","494.7700","501.2000","9875653"
"2025-04-09 11:00:00","493.2200","499.7100","493.0500","495.9750","11404480"
"2025-04-09 10:00:00","499.8600","503.6700","493.0904","493.2084","18824936"
"2025-04-09 09:00:00","491.4100","502.0400","491.0900","499.8500","17367938"
"2025-04-09 08:00:00","492.7800","500.0500","482.7000","491.5000","3081980"
"2025-04-09 07:00:00","494.7200","495.0800","485.2400","487.8100","3640899"
"2025-04-09 06:00:00","495.6200","498.2800","491.8900","494.8200","710384"
"2025-04-09 05:00:00","497.9800","499.1200","494.5500","495.6300","248659"
"2025-04-09 04:00:00","487.2100","499.9600","486.5500","497.8700","611334"
"2025-04-08 20:00:00","496.4800","496.4800","496.4800","496.4800","2994872"
"2025-04-08 19:00:00","492.4000","492.4000","487.7350","490.5550","684571"
